work_id,Hon'ble Members of Parliament,State,action_type,assigned_to,priority_score,data_confidence,fraud_reason,queue_type
WS/MP435/2024-2025/145624,Sanjay Seth,Jharkhand,Inspect,District Authority,38.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/139009,Arvind Dharmapuri,Telangana,Inspect,District Authority,38.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/142410,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,38.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/153027,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,38.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152390,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,38.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP641/2024-2025/147659,Gajendra Singh Patel,Madhya Pradesh,Inspect,District Authority,38.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/153028,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,38.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP013/2024-2025/141726,Indra Hang Subba,Sikkim,Inspect,District Authority,38.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18121/2024-2025/146671,SMITA UDAY WAGH,Maharashtra,Review Estimate,District Authority,38.3,67,"Cost is unusually higher than comparable works (state+category baseline, z=3.2); No payment record yet — vendor pattern unverified",reactive
WS/MP552/2024-2025/134702,Radha Mohan Singh,Bihar,Inspect,District Authority,38.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/151486,Arvind Dharmapuri,Telangana,Inspect,District Authority,38.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18180/2025-2026/149576,ARUN NEHRU,Tamil Nadu,Inspect,District Authority,38.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP479/2024-2025/138169,Saumitra khan,West Bengal,Review Estimate,District Authority,38.1,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.7); No payment record yet — vendor pattern unverified",reactive
WS/MP18391/2024-2025/140325,S SUPONGMEREN JAMIR,Nagaland,Inspect,District Authority,38.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18209/2025-2026/145498,CHANDAN CHAUHAN,Uttar Pradesh,Inspect,District Authority,37.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP719/2024-2025/149560,Bhagirath Chaudhary,Rajasthan,Inspect,District Authority,37.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/144963,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,37.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP422/2024-2025/141662,Dileshwar Kamait,Bihar,Inspect,District Authority,37.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18241/2024-2025/145279,RAKESH RATHOR,Uttar Pradesh,Inspect,District Authority,37.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP422/2024-2025/142412,Dileshwar Kamait,Bihar,Inspect,District Authority,37.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18309/2024-2025/153438,SALENG A SANGMA,Meghalaya,Inspect,District Authority,37.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18309/2024-2025/153436,SALENG A SANGMA,Meghalaya,Inspect,District Authority,37.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152274,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18241/2024-2025/145272,RAKESH RATHOR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152285,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152282,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152284,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152275,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP499/2024-2025/144951,Smt Satabdi Roy (Banerjee),West Bengal,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152271,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152277,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152286,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP313/2024-2025/140980,Shri Tapir Gao,Arunachal Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP435/2024-2025/145972,Sanjay Seth,Jharkhand,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP435/2024-2025/146001,Sanjay Seth,Jharkhand,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP823/2024-2025/139964,Ms Mahua Moitra,West Bengal,Review Estimate,District Authority,37.4,67,"Cost is unusually higher than comparable works (state+category baseline, z=3.1); No payment record yet — vendor pattern unverified",reactive
WS/MP18377/2024-2025/152283,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152281,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152280,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152290,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152293,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152292,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152294,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,37.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/147241,Arvind Dharmapuri,Telangana,Inspect,District Authority,37.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/138827,Shri Abhishek Banerjee,West Bengal,Inspect,District Authority,37.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/148102,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,37.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18309/2024-2025/153437,SALENG A SANGMA,Meghalaya,Inspect,District Authority,37.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP654/2024-2025/142740,Smt Himadri Singh,Madhya Pradesh,Inspect,District Authority,37.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144960,Arvind Dharmapuri,Telangana,Inspect,District Authority,37.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP485/2024-2025/136156,Pratima Mondal,West Bengal,Inspect,District Authority,37.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18043/2024-2025/140587,MANOJ KUMAR,Bihar,Inspect,District Authority,37.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/149051,Arvind Dharmapuri,Telangana,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/150761,Arvind Dharmapuri,Telangana,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/149043,Arvind Dharmapuri,Telangana,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144943,Arvind Dharmapuri,Telangana,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/142433,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP381/2024-2025/153030,Shri Gurjeet Singh Aujla,Punjab,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/138839,Shri Abhishek Banerjee,West Bengal,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/148189,Arvind Dharmapuri,Telangana,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/138841,Shri Abhishek Banerjee,West Bengal,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/146606,Arvind Dharmapuri,Telangana,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18173/2024-2025/137928,THARANIVENTHAN M S,Tamil Nadu,Inspect,District Authority,37.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18250/2024-2025/135267,SK NURUL ISLAM,West Bengal,Review Estimate,District Authority,37.2,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.6); No payment record yet — vendor pattern unverified",reactive
WS/MP423/2025-2026/138820,Shri Abhishek Banerjee,West Bengal,Inspect,District Authority,37.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18205/2024-2025/148391,SANATAN PANDEY,Uttar Pradesh,Inspect,District Authority,37.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/138467,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18043/2024-2025/140588,MANOJ KUMAR,Bihar,Inspect,District Authority,36.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18032/2024-2025/137001,SUDHAKAR SINGH,Bihar,Inspect,District Authority,36.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/138468,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/140571,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/140572,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/140570,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/136937,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18241/2024-2025/145278,RAKESH RATHOR,Uttar Pradesh,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/133947,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/133973,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/145003,Arvind Dharmapuri,Telangana,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/153008,CHAMALA KIRAN KUMAR REDDY,Telangana,Review Estimate,District Authority,36.8,67,"Cost is unusually higher than comparable works (state+category baseline, z=3.1); No payment record yet — vendor pattern unverified",reactive
WS/MP761/2024-2025/144956,Arvind Dharmapuri,Telangana,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/133976,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/133975,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/140573,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/140574,Ramprit Mandal,Bihar,Inspect,District Authority,36.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144974,Arvind Dharmapuri,Telangana,Inspect,District Authority,36.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144935,Arvind Dharmapuri,Telangana,Inspect,District Authority,36.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18032/2024-2025/136943,SUDHAKAR SINGH,Bihar,Inspect,District Authority,36.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/140512,KALI CHARAN MUNDA,Jharkhand,Review Estimate,District Authority,36.7,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.6); No payment record yet — vendor pattern unverified",reactive
WS/MP313/2024-2025/140979,Shri Tapir Gao,Arunachal Pradesh,Inspect,District Authority,36.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/145029,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,36.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP458/2024-2025/150087,Kanimozhi Karunanidhi,Tamil Nadu,Inspect,District Authority,36.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP345/2024-2025/138114,Shri NK Premachandran,Kerala,Inspect,District Authority,36.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/138476,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/138470,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18062/2025-2026/154045,JAI PARKASH,Haryana,Review Estimate,District Authority,36.5,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.6); No payment record yet — vendor pattern unverified",reactive
WS/MP18074/2024-2025/138478,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/138477,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/140256,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/138465,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/138469,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18263/2025-2026/150109,KOTA SRINIVAS POOJARY,Karnataka,Review Estimate,District Authority,36.5,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.6); No payment record yet — vendor pattern unverified",reactive
WS/MP18074/2024-2025/138471,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18074/2024-2025/138474,KALI CHARAN MUNDA,Jharkhand,Inspect,District Authority,36.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18217/2024-2025/136857,AKSHAYA YADAV,Uttar Pradesh,Review Estimate,District Authority,36.4,67,"Cost is unusually higher than comparable works (state+category baseline, z=3.1); No payment record yet — vendor pattern unverified",reactive
WS/MP386/2024-2025/142227,Shri Hanuman Beniwal,Rajasthan,Review Estimate,District Authority,36.4,67,"Cost is unusually higher than comparable works (state+category baseline, z=3.1); No payment record yet — vendor pattern unverified",reactive
WS/MP429/2024-2025/140550,Jyotsna Charandas Mahant,Chhattisgarh,Inspect,District Authority,36.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18144/2024-2025/141596,MALVIKA DEVI,Odisha,Inspect,District Authority,36.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18321/2024-2025/152554,SHOBHANABEN MAHENDRASINH BARAIYA,Gujarat,Inspect,District Authority,36.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/153903,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,36.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18211/2024-2025/137325,SHASHANK MANI,Uttar Pradesh,Inspect,District Authority,36.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18144/2024-2025/141589,MALVIKA DEVI,Odisha,Inspect,District Authority,36.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152481,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152410,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152405,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152408,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152480,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152477,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP429/2025-2026/145580,Jyotsna Charandas Mahant,Chhattisgarh,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152403,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152401,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152400,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152399,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152419,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152458,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152451,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152547,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152459,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152455,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152476,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152389,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,36.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18199/2024-2025/140421,LALJI VERMA,Uttar Pradesh,Inspect,District Authority,35.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP313/2025-2026/138689,Shri Tapir Gao,Arunachal Pradesh,Inspect,District Authority,35.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18049/2024-2025/152234,TOKHAN SAHU,Chhattisgarh,Inspect,District Authority,35.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/152816,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,35.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18193/2025-2026/151790,EATALA RAJENDER,Telangana,Review Estimate,District Authority,35.8,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.6); No payment record yet — vendor pattern unverified",reactive
WS/MP435/2024-2025/145996,Sanjay Seth,Jharkhand,Inspect,District Authority,35.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP334/2024-2025/140484,Shri Chandra Prakash Choudhary,Jharkhand,Review Estimate,District Authority,35.7,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.5); No payment record yet — vendor pattern unverified",reactive
WS/MP18173/2024-2025/137453,THARANIVENTHAN M S,Tamil Nadu,Inspect,District Authority,35.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP334/2024-2025/140596,Shri Chandra Prakash Choudhary,Jharkhand,Review Estimate,District Authority,35.7,33,"Cost is unusually higher than comparable works (state+category baseline, z=3.5); No payment record yet — vendor pattern unverified",reactive
WS/MP453/2024-2025/152903,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,35.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/152810,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,35.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP598/2024-2025/147190,Suresh Kumar Kashyap,Himachal Pradesh,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP435/2024-2025/145999,Sanjay Seth,Jharkhand,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP410/2024-2025/148379,Pradan Baruah,Assam,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152288,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152291,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18377/2024-2025/152287,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP435/2024-2025/146450,Sanjay Seth,Jharkhand,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18183/2024-2025/142746,MURASOLI S,Tamil Nadu,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/143748,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,35.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
